id,prompt,topic_composition,dominant_topic,topic_label
u832p7,How many opiate addicts stay clean,"{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.6476, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",7,Home Network Troubleshooting
u719p2,Who will win tonight's lakers game?,"{0: 0.036, 1: 0.2443, 2: 0.2444, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.221, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",2,Travel Booking
u992p6,Can you answer a complex question about  the theory of relativity?,"{0: 0.5791, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",0,Document Summarization
u278p4,When will Trump be sworn in,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.2848, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.2751, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",10,Political Policy Analysis
u3p4,shorten my paragraph,"{0: 0.5791, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",0,Document Summarization
u333p5,"can you interpret this quote ""Genuine tragedies in the world are not conflicts between right and wrong. They are conflicts between two rights""","{0: 0.0161, 1: 0.0151, 2: 0.0151, 3: 0.0134, 4: 0.0123, 5: 0.0088, 6: 0.5737, 7: 0.2897, 8: 0.0056, 9: 0.0062, 10: 0.0064, 11: 0.0059, 12: 0.0053, 13: 0.005, 14: 0.005, 15: 0.0048, 16: 0.0047, 17: 0.0034, 18: 0.0035, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0}",6,Decision Strategy
u607p2,"Daily Assistance: Queries such as ""What's the weather forecast for today?"" or ""What are some healthy breakfast ideas?"".","{0: 0.0176, 1: 0.0165, 2: 0.0165, 3: 0.1177, 4: 0.0134, 5: 0.1126, 6: 0.0093, 7: 0.0078, 8: 0.2121, 9: 0.0068, 10: 0.007, 11: 0.0065, 12: 0.1088, 13: 0.3144, 14: 0.0055, 15: 0.0053, 16: 0.0051, 17: 0.0037, 18: 0.0039, 19: 0.0033, 20: 0.0033, 21: 0.0032, 22: 0.0, 23: 0.0, 24: 0.0}",13,General Knowledge Questions
u348p8,What is today's wheather?,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.5, 14: 0.5, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0}",13,General Knowledge Questions
u873p5,How many abacuses would it take to implement a LLM chatbot?,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.2869, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.2809, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",7,Home Network Troubleshooting
u356p6,Please solve this math equation for X: (13x-10)15=27x,"{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.6383, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",20,Math Problem Solving
u662p6,"ummarize the following content in 5-10 bullet points with timestamp if it's transcript. Title: ""Make Money From FACESWAPS With Dfans || Consistency With Flux"" Transcript: ""(00:00) there's a new way to maintain consistency with flux and make money from face swaps Yes you heard that right with this new site you can easily set up an account and subscription service for your page now using anyone's face might get you in trouble so we're going to generate an AI influencer and I'll also show you the easiest way to maintain consistency with flux let's get started and don't forget to like this video first we need to generate the face we use for that I'll use this template in tensor art the link is in the (00:24) description as you can see it uses flux 1 Dev even here in the base model section to leave the ratio the same and then increase the number of images then clear the default prompt scroll down and increase the seed set the sampling steps to 25 then reduce the guidance to three now scroll and leave everything as it is let's generate the prompt as always open up chat GPT and simply tell it to write the prompt only to generate our influencer instead of girl write young woman to avoid anime style Generations if it starts generating an (00:59) image stop it then tell it you only want text once it's done copy the [Music] text then paste it in tensor art when that's done click go if you don't like the image go back and adjust the prompt a bit if it's still the same go back and change the seed click on the cube icon to get a random seed so I ended up with this if you like any of the images just download it for consistency go to AI [Music] tools then go to face swap click on flux face [Music] swap then drag in our image you can add extra things to this [Music] (01:57) prompt when done you can change the aspect RTI IO to 1 increase the batch size and then click go and this is the result as you can see we've got a consistent face to work with easily now for photo face swap create a new tab and go to pixlr.com then head to their face swap section I like this because with each new account they give you 50 credits now all we need to do is upload the face and the target image ideally you'd use some exclusive photos if you want to monetize it because nobody is going to pay for regular picks but I'm using these two as (02:37) examples since YouTube won't allow me to post exclusive content here now it has swapped the faces and there's no watermark but what about for videos create a new tab and search for fake face click on the first link then click on free face swap here you can upload the video then add the face as always if you want to monetize it it's best to use exclusive videos which can be obtained from specific websites so now using this original video in this photo this is what I got if you ask me it's perfect to get more credits create a new tab then (03:11) go to temp-mail.org here you will be provided with a temporary email address that can receive messages now go back to fake face I'll just log out then log in using the email from tempmail you'd get more credits if you used your Gmail but that doesn't really matter so that's it now how can you monetize this it's simple use this site called defans the link is in the description behind this fancy design one thing I like about it is that you don't need kyc meaning you don't need an ID or facial recognition however make sure you have (03:49) permission before selling your content for more anonymity you can receive payment in usdt which is stable and less traceable to start scroll down and click on become a creator click on apply now and simply sign in or sign up once that's done you'll be forwarded to this screen here fill in the username you want to use same for country and other details they don't need to correspond as this is a decentralized platform you can set subscriptions and you can create vaults which work like pay-per-view and all of this while (04:28) staying Anonymous that's it for this video don't forget to subscribe for more AI content like this""","{0: 0.0, 1: 0.079, 2: 0.0113, 3: 0.0, 4: 0.5268, 5: 0.0057, 6: 0.0265, 7: 0.0317, 8: 0.0, 9: 0.0108, 10: 0.0, 11: 0.0785, 12: 0.1462, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0419, 19: 0.0418, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0}",4,YouTube Video Metadata
u114p5,what fantasy books do you recommend,"{0: 0.036, 1: 0.2443, 2: 0.4549, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",2,Travel Booking
u168p3,summarise my CV and create a cover letter,"{0: 0.3124, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.3015, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",0,Document Summarization
u101p3,write cover letters,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.5, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.5, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0}",4,YouTube Video Metadata
u579p5,A verse about giving back what you lost,"{0: 0.0457, 1: 0.0427, 2: 0.5762, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",2,Travel Booking
u882p2,give me the direct setting to get a very UHD fairytale like effect on my video.,"{0: 0.0254, 1: 0.0238, 2: 0.0238, 3: 0.0212, 4: 0.3163, 5: 0.0138, 6: 0.0133, 7: 0.1597, 8: 0.0088, 9: 0.1582, 10: 0.0101, 11: 0.1578, 12: 0.0083, 13: 0.0079, 14: 0.0079, 15: 0.0076, 16: 0.0074, 17: 0.0053, 18: 0.0056, 19: 0.0047, 20: 0.0047, 21: 0.0046, 22: 0.0038, 23: 0.0, 24: 0.0}",4,YouTube Video Metadata
u731p4,do you think the election was stolen,"{0: 0.3124, 1: 0.3094, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",0,Document Summarization
u681p1,2 R's logo 60s jetsons style graphics,"{0: 0.036, 1: 0.2443, 2: 0.0338, 3: 0.2405, 4: 0.238, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",1,Romantic Poem Writing
u814p5,"As an example: ""This is a matter that requires branch-manager sign-off, please connect me to a representative""","{0: 0.0221, 1: 0.0207, 2: 0.0208, 3: 0.0184, 4: 0.0169, 5: 0.012, 6: 0.0116, 7: 0.0098, 8: 0.0077, 9: 0.0085, 10: 0.0088, 11: 0.0081, 12: 0.6537, 13: 0.0069, 14: 0.0069, 15: 0.1359, 16: 0.0064, 17: 0.0046, 18: 0.0048, 19: 0.0041, 20: 0.0041, 21: 0.004, 22: 0.0033, 23: 0.0, 24: 0.0}",12,Email and Application Requests
u971p4,What are the top 10 largest countries in the world?,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.5, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.5, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0}",6,Decision Strategy
u467p5,generic chatbox,"{0: 0.0457, 1: 0.0427, 2: 0.3095, 3: 0.038, 4: 0.3015, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",2,Travel Booking
u30p1,Help me write an IP rights clause,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.2907, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.2835, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",6,Decision Strategy
u608p1,what would be the population of polar bears int the world in five years time,"{0: 0.0299, 1: 0.0279, 2: 0.028, 3: 0.0248, 4: 0.0227, 5: 0.0162, 6: 0.0157, 7: 0.0132, 8: 0.0104, 9: 0.0114, 10: 0.0118, 11: 0.011, 12: 0.0098, 13: 0.0092, 14: 0.0093, 15: 0.1833, 16: 0.0087, 17: 0.5293, 18: 0.0065, 19: 0.0055, 20: 0.0055, 21: 0.0054, 22: 0.0044, 23: 0.0, 24: 0.0}",17,Science Facts
u44p3,Explain to me what a TFSA is like I'm 10,"{0: 0.5791, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",0,Document Summarization
u302p3,Write me a gym plan for the next 3 months for a newbie,"{0: 0.036, 1: 0.0337, 2: 0.6655, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",2,Travel Booking
u545p10,What's the difference between machine learning and deep learning?,"{0: 0.0299, 1: 0.3767, 2: 0.028, 3: 0.0248, 4: 0.0227, 5: 0.3649, 6: 0.0157, 7: 0.0132, 8: 0.0104, 9: 0.0114, 10: 0.0118, 11: 0.011, 12: 0.0098, 13: 0.0092, 14: 0.0093, 15: 0.0089, 16: 0.0087, 17: 0.0062, 18: 0.0065, 19: 0.0055, 20: 0.0055, 21: 0.0054, 22: 0.0044, 23: 0.0, 24: 0.0}",1,Romantic Poem Writing
u639p8,can you ask more questions about seungmin's overall relationship with jeongin in the second half of the story?,"{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.6476, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",7,Home Network Troubleshooting
u928p1,"Thinking about the interest rates that people pay to borrow money, such as mortgage rates, what do you expect the average interest rate to be over the next 12 months? Just a guess","{0: 0.0197, 1: 0.0184, 2: 0.2481, 3: 0.0164, 4: 0.015, 5: 0.0107, 6: 0.0103, 7: 0.0087, 8: 0.0068, 9: 0.0075, 10: 0.1226, 11: 0.4665, 12: 0.0064, 13: 0.0061, 14: 0.0061, 15: 0.0059, 16: 0.0057, 17: 0.0041, 18: 0.0043, 19: 0.0036, 20: 0.0036, 21: 0.0036, 22: 0.0, 23: 0.0, 24: 0.0}",11,Percentage and Interest Calculation
u681p2,"games before 2016 that have a gun in them ""scar""","{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.2817, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.2751, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",12,Email and Application Requests
u470p7,Can you recommend me a show similar to Yellowjackets?,"{0: 0.036, 1: 0.2443, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.2301, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.2213, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",1,Romantic Poem Writing
u526p10,Architecture and construction,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.5429, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",17,Science Facts
u562p2,How do I resolve the Cannot find module error when running a TypeScript app?,"{0: 0.0299, 1: 0.0279, 2: 0.028, 3: 0.0248, 4: 0.0227, 5: 0.0162, 6: 0.0157, 7: 0.0132, 8: 0.0104, 9: 0.0114, 10: 0.0118, 11: 0.011, 12: 0.0098, 13: 0.0092, 14: 0.0093, 15: 0.0089, 16: 0.0087, 17: 0.0062, 18: 0.0065, 19: 0.0055, 20: 0.0055, 21: 0.0054, 22: 0.7019, 23: 0.0, 24: 0.0}",22,TypeScript Module Fixing
u839p1,"What is the monthly cost of $45,000 at 2.9% for 60 months?","{0: 0.0457, 1: 0.0427, 2: 0.5762, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",2,Travel Booking
u819p9,School Project,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.3047, 4: 0.0348, 5: 0.2915, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",3,Professional Email Drafting
u318p4,"Car brakes make very loud squeaky noise when starting the car, but the noise goes away after driving for a little while. What is this","{0: 0.0197, 1: 0.248, 2: 0.0184, 3: 0.0164, 4: 0.3594, 5: 0.0107, 6: 0.0103, 7: 0.0087, 8: 0.0068, 9: 0.2372, 10: 0.0078, 11: 0.0072, 12: 0.0064, 13: 0.0061, 14: 0.0061, 15: 0.0059, 16: 0.0057, 17: 0.0041, 18: 0.0043, 19: 0.0036, 20: 0.0036, 21: 0.0036, 22: 0.0, 23: 0.0, 24: 0.0}",4,YouTube Video Metadata
u785p2,Walking and astrophotography,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.547, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",15,Mental Health and Stress
u999p7,"What country-specific barriers, such as legal frameworks, enforcement mechanisms, and professional expertise, affect IFRS implementation and the quality of financial reporting?","{0: 0.0118, 1: 0.011, 2: 0.011, 3: 0.0098, 4: 0.009, 5: 0.1439, 6: 0.0062, 7: 0.0052, 8: 0.0041, 9: 0.2796, 10: 0.0734, 11: 0.0043, 12: 0.0039, 13: 0.0036, 14: 0.0037, 15: 0.3473, 16: 0.0722, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0}",15,Mental Health and Stress
u258p2,What is the cosmic microwave background?,"{0: 0.036, 1: 0.2443, 2: 0.0338, 3: 0.03, 4: 0.238, 5: 0.0196, 6: 0.0189, 7: 0.2265, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",1,Romantic Poem Writing
u716p4,Is cod rank static,"{0: 0.3124, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.2842, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",0,Document Summarization
u292p9,What’s the best way to plan a project from start to finish,"{0: 0.036, 1: 0.0337, 2: 0.2444, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.2243, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.2218, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",2,Travel Booking
u146p5,"What are the best practices for validating successful gene integration, and which molecular techniques are most reliable for this purpose?","{0: 0.2039, 1: 0.015, 2: 0.0151, 3: 0.2012, 4: 0.0123, 5: 0.0087, 6: 0.3841, 7: 0.0071, 8: 0.0056, 9: 0.0062, 10: 0.0064, 11: 0.0059, 12: 0.0053, 13: 0.005, 14: 0.005, 15: 0.0048, 16: 0.0047, 17: 0.0033, 18: 0.0035, 19: 0.0969, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0}",6,Decision Strategy
u334p9,Caption creation request,"{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.2405, 4: 0.238, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.2217, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",3,Professional Email Drafting
u355p8,Write me an email to my boss asking for a week off work,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.5714, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",3,Professional Email Drafting
u705p5,which rock stars have played Israel,"{0: 0.036, 1: 0.0337, 2: 0.2444, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.2295, 7: 0.2265, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",2,Travel Booking
u425p6,write me a short  follow up email for football recruiter about walk ons,"{0: 0.0299, 1: 0.0279, 2: 0.2024, 3: 0.1992, 4: 0.0227, 5: 0.0162, 6: 0.19, 7: 0.0132, 8: 0.0104, 9: 0.0114, 10: 0.0118, 11: 0.011, 12: 0.0098, 13: 0.1836, 14: 0.0093, 15: 0.0089, 16: 0.0087, 17: 0.0062, 18: 0.0065, 19: 0.0055, 20: 0.0055, 21: 0.0054, 22: 0.0044, 23: 0.0, 24: 0.0}",2,Travel Booking
u235p1,Name of actor who first portrayed James Bond,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.2869, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.2751, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",7,Home Network Troubleshooting
u589p9,how to loop through a file and output the values comma seperated objective c,"{0: 0.0221, 1: 0.0207, 2: 0.0208, 3: 0.0184, 4: 0.0169, 5: 0.012, 6: 0.0116, 7: 0.0098, 8: 0.0077, 9: 0.7842, 10: 0.0088, 11: 0.0081, 12: 0.0073, 13: 0.0069, 14: 0.0069, 15: 0.0066, 16: 0.0064, 17: 0.0046, 18: 0.0048, 19: 0.0041, 20: 0.0041, 21: 0.004, 22: 0.0033, 23: 0.0, 24: 0.0}",9,Programming Code Examples
u627p4,create a three sentence description for a timeless jewelry collection.,"{0: 0.3224, 1: 0.0238, 2: 0.0238, 3: 0.0212, 4: 0.4648, 5: 0.0138, 6: 0.0133, 7: 0.0112, 8: 0.0088, 9: 0.0097, 10: 0.0101, 11: 0.0093, 12: 0.0083, 13: 0.0079, 14: 0.0079, 15: 0.0076, 16: 0.0074, 17: 0.0053, 18: 0.0056, 19: 0.0047, 20: 0.0047, 21: 0.0046, 22: 0.0038, 23: 0.0, 24: 0.0}",4,YouTube Video Metadata
u206p9,Which fees have you seen on food delivery platforms before?,"{0: 0.2466, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.4407, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",5,Career and Education Planning
